compiler,port,server_threads,parallel_bench_processes,repetition,success,failed,total_iterations,downloads_per_process,elapsed_s,idle_power_w,energy_j_raw,idle_energy_j_estimated,energy_j,real_transferred_bytes,throughput_mib_s
gcc,8080,2,32,4,28,4,28,1.0,2.3528318570006377,13.170072646666666,99.59185,30.986966482090036,68.60488351790995,30064771072,12186.16617872164
gcc,8080,2,32,5,22,10,22,1.0,1.7440914250000787,13.170072646666666,78.25874,22.969810769679423,55.288929230320576,23622320128,12916.75406293508
gcc,8080,2,32,6,29,3,29,1.0,2.151233153999783,13.170072646666666,97.655457,28.331896918095005,69.32356008190499,31138512896,13804.175500357222
gcc,8080,2,32,7,31,1,31,1.0,2.369507773000805,13.170072646666666,108.806354,31.206589507261953,77.59976449273805,33285996544,13396.875233626513
gcc,8080,2,32,8,27,5,27,1.0,2.1447029699993436,13.170072646666666,96.098027,28.245893920413113,67.85213307958689,28991029248,12891.295618436367
gcc,8080,2,32,9,32,0,32,1.0,2.4255027290000726,13.170072646666666,112.675554,31.94404714561921,80.7315068543808,34359738368,13509.776595266416
gcc,8080,2,32,10,25,7,25,1.0,2.2074639210004534,13.170072646666666,92.095655,29.072460204471618,63.023194795528376,26843545600,11597.018531744665
gcc,8080,2,32,11,27,5,27,1.0,2.2260251049992803,13.170072646666666,95.9243,29.316912346144314,66.60738765385568,28991029248,12420.345097594458
gcc,8080,2,32,12,24,8,24,1.0,2.010854382000616,13.170072646666666,85.822863,26.48309829281612,59.339764707183875,25769803776,12221.670658990795
gcc,8080,2,32,13,28,4,28,1.0,2.3379634320008336,13.170072646666666,98.358072,30.791148244701102,67.5669237552989,30064771072,12263.664866418569
gcc,8080,2,32,14,30,2,30,1.0,2.2684805709996,13.170072646666666,101.222152,29.87605391761661,71.34609808238338,32212254720,13542.104081792208
gcc,8080,2,32,15,24,8,24,1.0,1.7780326169995533,13.170072646666666,83.89825,23.416818734026965,60.48143126597304,25769803776,13822.01865423157
gcc,8080,2,32,16,28,4,28,1.0,2.3309031709995907,13.170072646666666,101.027871,30.698164094410302,70.3297069055897,30064771072,12300.811272097684
gcc,8080,2,32,17,28,4,28,1.0,2.3696661129997665,13.170072646666666,101.601832,31.208674856551145,70.39315714344886,30064771072,12099.59489343587
gcc,8080,2,32,18,29,3,29,1.0,2.248552712999299,13.170072646666666,101.799499,29.61360258006019,72.18589641993981,31138512896,13206.71729344922
gcc,8080,2,32,19,31,1,31,1.0,2.4325332700009312,13.170072646666666,112.070559,32.036639881345884,80.03391911865413,33285996544,13049.7701270856
gcc,8080,2,32,20,27,5,27,1.0,2.087548527999388,13.170072646666666,95.839633,27.493165767194004,68.346467232806,28991029248,13244.243010003982
gcc,8080,2,32,21,26,6,26,1.0,2.2423994509990735,13.170072646666666,91.445237,29.532563672503247,61.91267332749676,27917287424,11872.996128382927
gcc,8080,2,32,22,26,6,26,1.0,2.0495863649994135,13.170072646666666,89.484249,26.993201322659736,62.49104767734027,27917287424,12989.938094171317
gcc,8080,2,32,23,28,4,28,1.0,2.272526818998813,13.170072646666666,97.525139,29.929343297712673,67.59579570228732,30064771072,12616.792796589205
gcc,8080,2,32,24,25,7,25,1.0,1.8982324490007159,13.170072646666666,86.987155,24.999859253599407,61.98729574640059,26843545600,13486.230315721647
gcc,8080,2,32,25,26,6,26,1.0,2.0412650580001355,13.170072646666666,89.850471,26.88360910496403,62.96686189503597,27917287424,13042.892149481077
gcc,8080,2,32,26,26,6,26,1.0,2.013063059999695,13.170072646666666,89.080003,26.512186742517077,62.56781625748293,27917287424,13225.61648913474
gcc,8080,2,64,0,30,34,30,1.0,2.614448287000414,13.170072646666666,108.059155,34.43247387074867,73.62668112925132,32212254720,11750.088977757294
gcc,8080,2,64,1,40,24,40,1.0,4.005629977000353,13.170072646666666,150.129016,52.754437792760385,97.37457820723962,42949672960,10225.607516217264
gcc,8080,2,64,2,46,18,46,1.0,3.7381908269999258,13.170072646666666,160.613078,49.23224475869197,111.38083324130804,49392123904,12600.747842988845
gcc,8080,2,64,3,55,9,55,1.0,4.423104388999491,13.170072646666666,195.969969,58.25260612691347,137.71736287308653,59055800320,12733.138322502857
gcc,8080,2,64,4,40,24,40,1.0,3.203961449000417,13.170072646666666,143.27439,42.196405040454884,101.07798495954512,42949672960,12784.173796091973
gcc,8080,2,64,5,34,30,34,1.0,3.158140256000479,13.170072646666666,124.470918,41.59293659988877,82.87798140011122,36507222016,11024.209559359962
gcc,8080,2,64,6,41,23,41,1.0,3.654401475998384,13.170072646666666,151.887668,48.1287329189846,103.75893508101538,44023414784,11488.611822139754
gcc,8080,2,64,7,44,20,44,1.0,3.4562353519995668,13.170072646666666,153.512508,45.51887066981183,107.99363733018816,47244640256,13036.149281307868
gcc,8080,2,64,8,36,28,36,1.0,3.427573103001123,13.170072646666666,132.18222,45.14138676828548,87.04083323171452,38654705664,10755.131660860137
gcc,8080,2,64,9,33,31,33,1.0,3.3420678559996304,13.170072646666666,125.22445,44.01527645360464,81.20917354639536,35433480192,10111.105296481968
gcc,8080,2,64,10,37,27,37,1.0,2.809949606998998,13.170072646666666,130.114167,37.00724045764925,93.10692654235075,39728447488,13483.515827340425
gcc,8080,2,64,11,33,31,33,1.0,3.019719783000255,13.170072646666666,121.241746,39.769928914689864,81.47181708531014,35433480192,11190.442302042284
gcc,8080,2,64,12,40,24,40,1.0,3.2850202950012317,13.170072646666666,141.904679,43.26395593094058,98.6407230690594,42949672960,12468.720531903027
gcc,8080,2,64,13,32,32,32,1.0,2.931318455001019,13.170072646666666,118.616958,38.60567700287812,80.01128099712187,34359738368,11178.587554721551
gcc,8080,2,64,14,37,27,37,1.0,3.5137714539996523,13.170072646666666,135.805202,46.276625312958984,89.52857668704102,39728447488,10782.716091814362
gcc,8080,2,64,15,36,28,36,1.0,3.0435508730006404,13.170072646666666,130.003835,40.083786101244186,89.92004889875582,38654705664,12112.168167458867
gcc,8080,2,64,16,35,29,35,1.0,2.782535693000682,13.170072646666666,125.234323,36.646197218761955,88.58812578123805,37580963840,12880.337919888532
gcc,8080,2,64,17,48,16,48,1.0,4.477280613000403,13.170072646666666,177.057082,58.96611093272757,118.09097106727245,51539607552,10978.092339640356
gcc,8080,2,64,18,44,20,44,1.0,3.47626954900079,13.170072646666666,152.588468,45.78272249973557,106.80574550026444,47244640256,12961.0202445178
gcc,8080,2,64,19,30,34,30,1.0,2.6303947670003254,13.170072646666666,108.580703,34.64249017080613,73.93821282919387,32212254720,11678.855351066853
gcc,8080,2,64,20,57,7,57,1.0,4.230049450001388,13.170072646666666,195.663373,55.71005855551066,139.95331444448934,61203283968,13798.420252505759
gcc,8080,2,64,21,34,30,34,1.0,2.8997548469997128,13.170072646666666,122.423417,38.18998199251,84.23343500749,36507222016,12006.532219791976
gcc,8080,2,64,22,36,28,36,1.0,3.4459738910009037,13.170072646666666,137.103994,45.383726482998505,91.7202675170015,38654705664,10697.7014817987
gcc,8080,2,64,23,40,24,40,1.0,3.040779623999697,13.170072646666666,140.197676,40.04728855057976,100.15038744942024,42949672960,13470.229699225347
gcc,8080,2,64,24,39,25,39,1.0,3.2171427559987933,13.170072646666666,139.674356,42.37000381120152,97.30435218879848,41875931136,12413.499502169738
gcc,8080,2,64,25,22,42,22,1.0,1.7275404970005184,13.170072646666666,76.004478,22.751833845555463,53.25264415444454,23622320128,13040.504717032542
gcc,8080,2,64,26,41,23,41,1.0,3.324501834998955,13.170072646666666,145.1624,43.783930680912874,101.37846931908712,44023414784,12628.658994261978
gcc,8080,4,1,0,1,0,1,1.0,0.15693212400037737,13.170072646666666,4.251504,2.0668074736806714,2.1846965263193283,1073741824,6525.1140040488945
gcc,8080,4,1,1,1,0,1,1.0,0.15486543499901018,13.170072646666666,4.426971,2.0395890293945986,2.3873819706054014,1073741824,6612.192062137978
gcc,8080,4,1,2,1,0,1,1.0,0.2073993430003611,13.170072646666666,5.112361,2.7314644141856936,2.3808965858143063,1073741824,4937.334830410803
gcc,8080,4,1,3,1,0,1,1.0,0.16602206700008537,13.170072646666666,4.567833,2.186522683340885,2.3813103166591154,1073741824,6167.854782819162
gcc,8080,4,1,4,1,0,1,1.0,0.17318324400002894,13.170072646666666,4.807689,2.2808359046657802,2.5268530953342196,1073741824,5912.8122117855055
gcc,8080,4,1,5,1,0,1,1.0,0.13768462299958628,13.170072646666666,3.976647,1.8133164872334635,2.163330512766536,1073741824,7437.2865879371075
gcc,8080,4,1,6,1,0,1,1.0,0.17014639700028056,13.170072646666666,4.703339,2.240840409062282,2.4624985909377175,1073741824,6018.34665942595
gcc,8080,4,1,7,1,0,1,1.0,0.15322052699957567,13.170072646666666,4.340977,2.017925471544963,2.3230515284550366,1073741824,6683.177639787363
gcc,8080,4,1,8,1,0,1,1.0,0.14609244299936108,13.170072646666666,4.104067,1.9240480874305945,2.1800189125694054,1073741824,7009.260568012257
gcc,8080,4,1,9,1,0,1,1.0,0.15448281099997985,13.170072646666666,4.343373,2.034549843531011,2.3088231564689887,1073741824,6628.569181073055
gcc,8080,4,1,10,1,0,1,1.0,0.1405997000001662,13.170072646666666,4.019994,1.851708263101728,2.1682857368982713,1073741824,7283.088086239086
gcc,8080,4,1,11,1,0,1,1.0,0.15047019299890962,13.170072646666666,4.301993,1.9817033729535938,2.3202896270464066,1073741824,6805.334528994858
gcc,8080,4,1,12,1,0,1,1.0,0.18851158500001475,13.170072646666666,4.758452,2.4827112691884725,2.2757407308115276,1073741824,5432.026896383689
gcc,8080,4,1,13,1,0,1,1.0,0.15867107099984423,13.170072646666666,4.48779,2.089709531992353,2.3980804680076475,1073741824,6453.6023709136325
gcc,8080,4,1,14,1,0,1,1.0,0.16947051500028465,13.170072646666666,4.64275,2.2319389940217618,2.4108110059782386,1073741824,6042.349018637726
gcc,8080,4,1,15,1,0,1,1.0,0.15246489499986637,13.170072646666666,4.268898,2.0079737432146456,2.2609242567853545,1073741824,6716.300168644707
gcc,8080,4,1,16,1,0,1,1.0,0.13718948499990802,13.170072646666666,3.929805,1.8067954838075755,2.1230095161924245,1073741824,7464.128901720759
gcc,8080,4,1,17,1,0,1,1.0,0.146059802000309,13.170072646666666,4.146117,1.9236182031018187,2.2224987968981815,1073741824,7010.826976184958
gcc,8080,4,1,18,1,0,1,1.0,0.15808617299990146,13.170072646666666,4.411851,2.082006382842217,2.3298446171577836,1073741824,6477.479848921627
gcc,8080,4,1,19,1,0,1,1.0,0.20668057100010628,13.170072646666666,5.233296,2.7219981347259474,2.5112978652740527,1073741824,4954.505375347901
gcc,8080,4,1,20,1,0,1,1.0,0.15949103599996306,13.170072646666666,4.452757,2.100508530611642,2.352248469388358,1073741824,6420.4235277538555
gcc,8080,4,1,21,1,0,1,1.0,0.15145719399879454,13.170072646666666,4.30149,1.9947022478244107,2.3067877521755893,1073741824,6760.986209794367
gcc,8080,4,1,22,1,0,1,1.0,0.17038521000176843,13.170072646666666,4.624562,2.243985593640846,2.380576406359154,1073741824,6009.911306206518
gcc,8080,4,1,23,1,0,1,1.0,0.16672713499974634,13.170072646666666,4.625768,2.1958084801172597,2.42995951988274,1073741824,6141.771703817485
gcc,8080,4,1,24,1,0,1,1.0,0.1755406239990407,13.170072646666666,4.733596,2.311882770508564,2.4217132294914365,1073741824,5833.407542208554
gcc,8080,4,1,25,1,0,1,1.0,0.16741829499915184,13.170072646666666,4.72113,2.2049111075199,2.5162188924800994,1073741824,6116.416368982778
gcc,8080,4,1,26,1,0,1,1.0,0.17566462899958424,13.170072646666666,4.767973,2.3135159253742725,2.454457074625727,1073741824,5829.289628946437
gcc,8080,4,2,0,2,0,2,1.0,0.1852222490015265,13.170072646666666,7.274175,2.4393904751290867,4.834784524870913,2147483648,11056.987003667802
gcc,8080,4,2,1,2,0,2,1.0,0.22426773500046693,13.170072646666666,7.990569,2.953622362259538,5.036946637740462,2147483648,9131.942229655711
gcc,8080,4,2,2,2,0,2,1.0,0.21150152200061711,13.170072646666666,7.834983,2.7854904096286957,5.049492590371305,2147483648,9683.145447974717
gcc,8080,4,2,3,2,0,2,1.0,0.21070583400069154,13.170072646666666,7.71536,2.775011140865595,4.940348859134406,2147483648,9719.7118898629
gcc,8080,4,2,4,2,0,2,1.0,0.17682378700010304,13.170072646666666,7.404829,2.32878212045007,5.0760468795499305,2147483648,11582.15212299919
gcc,8080,4,2,5,2,0,2,1.0,0.157491444999323,13.170072646666666,6.861828,2.0741737718695914,4.787654228130409,2147483648,13003.880941017487
gcc,8080,4,2,6,2,0,2,1.0,0.17801159000009648,13.170072646666666,7.230644,2.344425572249912,4.886218427750087,2147483648,11504.868868363516
gcc,8080,4,2,7,2,0,2,1.0,0.1838710470001388,13.170072646666666,7.431348,2.4215950466104887,5.009752953389511,2147483648,11138.240812858667
gcc,8080,4,2,8,2,0,2,1.0,0.1667871190002188,13.170072646666666,6.912606,2.19659847376112,4.71600752623888,2147483648,12279.125703929889
gcc,8080,4,2,9,2,0,2,1.0,0.19175243999961822,13.170072646666666,7.590825,2.525393564970563,5.065431435029437,2147483648,10680.437756119702
gcc,8080,4,2,10,2,0,2,1.0,0.22145934099899023,13.170072646666666,8.145117,2.916635609239627,5.228481390760374,2147483648,9247.747197122464
gcc,8080,4,2,11,2,0,2,1.0,0.2114499639992573,13.170072646666666,7.96434,2.78481138700527,5.17952861299473,2147483648,9685.506496502376
gcc,8080,4,2,12,2,0,2,1.0,0.22287198000049102,13.170072646666666,8.025769,2.935240167512907,5.090528832487093,2147483648,9189.131805601977
gcc,8080,4,2,13,2,0,2,1.0,0.2294648690003669,13.170072646666666,8.109231,3.022068994592682,5.0871620054073174,2147483648,8925.113499603834
gcc,8080,4,2,14,2,0,2,1.0,0.2279922270008683,13.170072646666666,8.421027,3.002674192476753,5.418352807523247,2147483648,8982.762381597335
gcc,8080,4,2,15,2,0,2,1.0,0.17726907199903508,13.170072646666666,7.249808,2.3346465562344756,4.915161443765524,2147483648,11553.058731029787
gcc,8080,4,2,16,2,0,2,1.0,0.17667574699953548,13.170072646666666,7.311695,2.3268324228879824,4.984862577112018,2147483648,11591.857030639212
gcc,8080,4,2,17,2,0,2,1.0,0.22278802999971958,13.170072646666666,7.780893,2.9341345399040595,4.84675846009594,2147483648,9192.59441363424
gcc,8080,4,2,18,2,0,2,1.0,0.22758821999923384,13.170072646666666,7.962708,2.9973533909154653,4.965354609084535,2147483648,8998.708281153104
gcc,8080,4,2,19,2,0,2,1.0,0.23198831300032907,13.170072646666666,7.92438,3.0553029353919787,4.869077064608021,2147483648,8828.030918941571
gcc,8080,4,2,20,2,0,2,1.0,0.20306255300056364,13.170072646666666,7.382019,2.6743485748350233,4.707670425164976,2147483648,10085.562156772034
gcc,8080,4,2,21,2,0,2,1.0,0.1929564840011153,13.170072646666666,7.299519,2.541250911940063,4.758268088059937,2147483648,10613.79207131574
gcc,8080,4,2,22,2,0,2,1.0,0.22197387699998217,13.170072646666666,7.855429,2.923412085752016,4.932016914247984,2147483648,9226.310896034693
gcc,8080,4,2,23,2,0,2,1.0,0.17503560700060916,13.170072646666666,7.222832,2.3052316599514193,4.9176003400485815,2147483648,11700.476463585335
gcc,8080,4,2,24,2,0,2,1.0,0.16344636599933438,13.170072646666666,6.921486,2.1526005140449023,4.7688854859550975,2147483648,12530.104217846852
gcc,8080,4,2,25,2,0,2,1.0,0.21225587300068582,13.170072646666666,8.03204,2.7954252671006863,5.236614732899314,2147483648,9648.731839770495
gcc,8080,4,2,26,2,0,2,1.0,0.19884719199944811,13.170072646666666,7.876973,2.618831964218406,5.258141035781593,2147483648,10299.365957381406
gcc,8080,4,4,0,4,0,4,1.0,0.23062911599845393,13.170072646666666,13.240709,3.0374022121361515,10.203306787863848,4294967296,17760.116636910054
gcc,8080,4,4,1,4,0,4,1.0,0.2115834989999712,13.170072646666666,13.109491,2.7865700526655446,10.322920947334456,4294967296,19358.787520573886
gcc,8080,4,4,2,4,0,4,1.0,0.197655873000258,13.170072646666666,13.126854,2.603142206453718,10.523711793546282,4294967296,20722.885375607602
gcc,8080,4,4,3,4,0,4,1.0,0.20656187799977488,13.170072646666666,13.370296,2.720434939288932,10.649861060711068,4294967296,19829.409180741783
gcc,8080,4,4,4,4,0,4,1.0,0.23439404499913508,13.170072646666666,13.477894,3.0869866005846647,10.390907399415335,4294967296,17474.84668398941
gcc,8080,4,4,5,4,0,4,1.0,0.2089191569994,13.170072646666666,13.372783,2.751480474962457,10.621302525037542,4294967296,19605.66976637649
gcc,8080,4,4,6,4,0,4,1.0,0.24228236000089964,13.170072646666666,14.029807,3.1908762822176944,10.838930717782306,4294967296,16905.894428239804
gcc,8080,4,4,7,4,0,4,1.0,0.21901537899975665,13.170072646666666,13.379283,2.884448452164028,10.494834547835971,4294967296,18701.883030801007
gcc,8080,4,4,8,4,0,4,1.0,0.22432596699945861,13.170072646666666,13.600233,2.9543892819166193,10.64584371808338,4294967296,18259.14340095048
gcc,8080,4,4,9,4,0,4,1.0,0.2316946779992577,13.170072646666666,13.528033,3.051435741096265,10.476597258903736,4294967296,17678.438000259648
gcc,8080,4,4,10,4,0,4,1.0,0.23841308500050218,13.170072646666666,13.499027,3.1399176493725287,10.35910935062747,4294967296,17180.26508482692
gcc,8080,4,4,11,4,0,4,1.0,0.23837241799992626,13.170072646666666,13.724265,3.139382062020622,10.58488293797938,4294967296,17183.196086055843
gcc,8080,4,4,12,4,0,4,1.0,0.19732268299958378,13.170072646666666,13.094431,2.598754069939696,10.495676930060304,4294967296,20757.877086075503
gcc,8080,4,4,13,4,0,4,1.0,0.21033388000068953,13.170072646666666,13.439445,2.77011247966435,10.669332520335649,4294967296,19473.800416683094
gcc,8080,4,4,14,4,0,4,1.0,0.2034501399994042,13.170072646666666,13.175161,2.679453123766657,10.495707876233343,4294967296,20132.696885890542
gcc,8080,4,4,15,4,0,4,1.0,0.23326019600062864,13.170072646666666,13.855729,3.0720537269039845,10.783675273096016,4294967296,17559.789755080892
gcc,8080,4,4,16,4,0,4,1.0,0.22117021399935766,13.170072646666666,13.741858,2.9128277856503533,10.829030214349647,4294967296,18519.672816394235
gcc,8080,4,4,17,4,0,4,1.0,0.22094704200026172,13.170072646666666,13.594756,2.909888594209558,10.684867405790442,4294967296,18538.378984024363
gcc,8080,4,4,18,4,0,4,1.0,0.19980265400045027,13.170072646666666,13.47202,2.6314154681827344,10.840604531817267,4294967296,20500.22819011588
gcc,8080,4,4,19,4,0,4,1.0,0.2363309369993658,13.170072646666666,14.105823,3.1124956089364506,10.993327391063549,4294967296,17331.628486756228
gcc,8080,4,4,20,4,0,4,1.0,0.19219436999992467,13.170072646666666,12.702468,2.5312138151793406,10.17125418482066,4294967296,21311.7585078148
gcc,8080,4,4,21,4,0,4,1.0,0.22000976500021352,13.170072646666666,14.016853,2.8975445880288735,11.119308411971126,4294967296,18617.355461454288
gcc,8080,4,4,22,4,0,4,1.0,0.2115230050003447,13.170072646666666,13.427361,2.7857733422957764,10.641587657704223,4294967296,19364.323989219636
gcc,8080,4,4,23,4,0,4,1.0,0.21096596899951692,13.170072646666666,13.598646,2.7784371376980657,10.820208862301936,4294967296,19415.453683951175
gcc,8080,4,4,24,4,0,4,1.0,0.23497875499924703,13.170072646666666,14.093434,3.0946872737633715,10.998746726236629,4294967296,17431.363103498974
gcc,8080,4,4,25,4,0,4,1.0,0.22325959599947964,13.170072646666666,13.352474,2.9403450983785975,10.412128901621404,4294967296,18346.355871796644
gcc,8080,4,4,26,4,0,4,1.0,0.23142177100089611,13.170072646666666,13.782734,3.047841536102059,10.73489246389794,4294967296,17699.285517887336
gcc,8080,4,8,0,8,0,8,1.0,0.3330433150003955,13.170072646666666,24.451022,4.386204653041899,20.0648173469581,8589934592,24597.40109177772
gcc,8080,4,8,1,8,0,8,1.0,0.3763021499999013,13.170072646666666,25.912096,4.955926652595557,20.95616934740444,8589934592,21769.740087857987
gcc,8080,4,8,2,8,0,8,1.0,0.38573141600136296,13.170072646666666,27.084034,5.080110770839551,22.00392322916045,8589934592,21237.57531839474
gcc,8080,4,8,3,8,0,8,1.0,0.33946661300069536,13.170072646666666,25.064927,4.4707999543370365,20.594127045662965,8589934592,24131.97553534733
gcc,8080,4,8,4,8,0,8,1.0,0.36111185000117985,13.170072646666666,25.234916,4.755869298087735,20.479046701912264,8589934592,22685.492043457547
gcc,8080,4,8,5,8,0,8,1.0,0.3817203319995315,13.170072646666666,26.570373,5.027284503143548,21.543088496856452,8589934592,21460.737910104446
gcc,8080,4,8,6,8,0,8,1.0,0.3888882419996662,13.170072646666666,26.736471,5.121686398570091,21.61478460142991,8589934592,21065.177897579713
gcc,8080,4,8,7,8,0,8,1.0,0.39676048699948296,13.170072646666666,26.661708,5.225364437110036,21.436343562889967,8589934592,20647.21732235064
gcc,8080,4,8,8,8,0,8,1.0,0.3672417220004718,13.170072646666666,25.262442,4.836600157633177,20.42584184236682,8589934592,22306.833644542916
gcc,8080,4,8,9,8,0,8,1.0,0.39559952600029646,13.170072646666666,26.559601,5.210074496410803,21.349526503589196,8589934592,20707.810453731083
gcc,8080,4,8,10,8,0,8,1.0,0.3712270189989795,13.170072646666666,25.485224,4.889086808622066,20.596137191377935,8589934592,22067.359272743346
gcc,8080,4,8,11,8,0,8,1.0,0.32917189600084384,13.170072646666666,23.916229,4.335217783572118,19.581011216427882,8589934592,24886.69324303129
gcc,8080,4,8,12,8,0,8,1.0,0.37391895200016734,13.170072646666666,25.504388,4.92453976180767,20.57984823819233,8589934592,21908.49101437451
gcc,8080,4,8,13,8,0,8,1.0,0.4356552399985958,13.170072646666666,27.645939,5.737611159682508,21.90832784031749,8589934592,18803.859675890515
gcc,8080,4,8,14,8,0,8,1.0,0.3452306819999649,13.170072646666666,24.666342,4.546713161797816,20.119628838202186,8589934592,23729.06125418144
gcc,8080,4,8,15,8,0,8,1.0,0.405541116000677,13.170072646666666,26.482273,5.341005958939189,21.14126704106081,8589934592,20200.17126940669
gcc,8080,4,8,16,8,0,8,1.0,0.3709573980013374,13.170072646666666,25.84867,4.885535880496054,20.963134119503945,8589934592,22083.398374415126
gcc,8080,4,8,17,8,0,8,1.0,0.33864761300173996,13.170072646666666,25.014606,4.460013664853174,20.554592335146825,8589934592,24190.337346207456
gcc,8080,4,8,18,8,0,8,1.0,0.3632163429992943,13.170072646666666,25.128828,4.783585623757303,20.345242376242695,8589934592,22554.051209132725
gcc,8080,4,8,19,8,0,8,1.0,0.3678447479996976,13.170072646666666,25.581746,4.84454205385081,20.73720394614919,8589934592,22270.264954297338
gcc,8080,4,8,20,8,0,8,1.0,0.3763968319999549,13.170072646666666,26.52115,4.9571736214145945,21.563976378585405,8589934592,21764.263945773546
gcc,8080,4,8,21,8,0,8,1.0,0.3515455760007171,13.170072646666666,25.20794,4.6298807745437225,20.57805922545628,8589934592,23302.810671647563
gcc,8080,4,8,22,8,0,8,1.0,0.3542676070010202,13.170072646666666,24.233656,4.665730120564193,19.567925879435805,8589934592,23123.76248381187
gcc,8080,4,8,23,8,0,8,1.0,0.3564374309989944,13.170072646666666,25.014057,4.694306860247993,20.31975013975201,8589934592,22982.99585719748
gcc,8080,4,8,24,8,0,8,1.0,0.3707996510001976,13.170072646666666,26.435644,4.883458341031249,21.552185658968753,8589934592,22092.79317794081
gcc,8080,4,8,25,8,0,8,1.0,0.33851590500125894,13.170072646666666,24.947487,4.458279060918692,20.489207939081307,8589934592,24199.749196332545
gcc,8080,4,8,26,8,0,8,1.0,0.3658879489994433,13.170072646666666,25.653489,4.818770868862536,20.834718131137464,8589934592,22389.368172419538
gcc,8080,4,16,0,16,0,16,1.0,0.8185180939999555,13.170072646666666,56.341279,10.779942760590549,45.56133623940945,17179869184,20016.66196520378
gcc,8080,4,16,1,16,0,16,1.0,0.7351970549989346,13.170072646666666,51.925781,9.682598623951357,42.243182376048644,17179869184,22285.181759907544
gcc,8080,4,16,2,16,0,16,1.0,0.7420090300001903,13.170072646666666,52.178027,9.772312829585172,42.405714170414825,17179869184,22080.593817026456
gcc,8080,4,16,3,16,0,16,1.0,0.7967466080008307,13.170072646666666,55.00094,10.49321070835619,44.50772929164381,17179869184,20563.626924136108
gcc,8080,4,16,4,16,0,16,1.0,0.7234276529998169,13.170072646666666,52.322428,9.527594744615154,42.794833255384845,17179869184,22647.73807313134
gcc,8080,4,16,5,16,0,16,1.0,0.6375320030001603,13.170072646666666,47.934487,8.396342794087023,39.53814420591297,17179869184,25699.102041777627
gcc,8080,4,16,6,16,0,16,1.0,0.7305678310003714,13.170072646666666,52.059258,9.621631407592586,42.43762659240741,17179869184,22426.391232646092
gcc,8080,4,16,7,16,0,16,1.0,0.6616679439994186,13.170072646666666,49.165152,8.714214890442914,40.45093710955709,17179869184,24761.665044505156
gcc,8080,4,16,8,16,0,16,1.0,0.7019327439993504,13.170072646666666,50.722169,9.244505231545519,41.477663768454484,17179869184,23341.26757878553
gcc,8080,4,16,9,16,0,16,1.0,0.7564432010003657,13.170072646666666,53.524149,9.962411910251891,43.56173708974811,17179869184,21659.260045344872
gcc,8080,4,16,10,16,0,16,1.0,0.7710714849999931,13.170072646666666,54.478384,10.155067473223056,44.32331652677694,17179869184,21248.354165243378
gcc,8080,4,16,11,16,0,16,1.0,0.7386201780009287,13.170072646666666,51.79293,9.727681402566095,42.06524859743391,17179869184,22181.901453522707
gcc,8080,4,16,12,16,0,16,1.0,0.7113940330000332,13.170072646666666,51.988003,9.369111095015622,42.61889190498438,17179869184,23030.836976389477
gcc,8080,4,16,13,16,0,16,1.0,0.7043083899989142,13.170072646666666,50.340613,9.275792661942539,41.06482033805746,17179869184,23262.5370258975
gcc,8080,4,16,14,16,0,16,1.0,0.7805240190009499,13.170072646666666,55.203764,10.279558032710744,44.924205967289254,17179869184,20991.026030142013
gcc,8080,4,16,15,16,0,16,1.0,0.7240560419995745,13.170072646666666,51.418407,9.535870673392328,41.88253632660768,17179869184,22628.082703036995
gcc,8080,4,16,16,16,0,16,1.0,0.7021646270004567,13.170072646666666,50.621146,9.247559147515616,41.37358685248439,17179869184,23333.55935343827
gcc,8080,4,16,17,16,0,16,1.0,0.708411300998705,13.170072646666666,50.37264,9.329828297872591,41.04281170212741,17179869184,23127.80721722274
gcc,8080,4,16,18,16,0,16,1.0,0.7607446020010684,13.170072646666666,52.755603,10.01906167391359,42.73654132608641,17179869184,21536.794289309975
gcc,8080,4,16,19,16,0,16,1.0,0.7696971349996602,13.170072646666666,53.259727,10.136967183876726,43.12275981612327,17179869184,21286.29464108273
gcc,8080,4,16,20,16,0,16,1.0,0.7157188279998081,13.170072646666666,50.861719,9.426068959344597,41.4356500406554,17179869184,22891.671085121143
gcc,8080,4,16,21,16,0,16,1.0,0.7432693110004038,13.170072646666666,53.091904,9.788910821913198,43.3029931780868,17179869184,22043.154153570453
gcc,8080,4,16,22,16,0,16,1.0,0.702708201999485,13.170072646666666,50.807279,9.254718069741733,41.55256093025827,17179869184,23315.50984232287
gcc,8080,4,16,23,16,0,16,1.0,0.7154869800015149,13.170072646666666,51.409833,9.423015504364091,41.986817495635904,17179869184,22899.088953324226
gcc,8080,4,16,24,16,0,16,1.0,0.747354990000531,13.170072646666666,52.995733,9.842719511155833,43.15301348884417,17179869184,21922.64749578826
gcc,8080,4,16,25,16,0,16,1.0,0.7113846129996091,13.170072646666666,51.607256,9.368987032925704,42.2382689670743,17179869184,23031.141945726908
gcc,8080,4,16,26,16,0,16,1.0,0.685387064000679,13.170072646666666,49.920163,9.026597423974518,40.89356557602548,17179869184,23904.740635699785
gcc,8080,4,32,0,31,1,31,1.0,1.5330205370009935,13.170072646666666,105.934189,20.18999184113503,85.74419715886498,33285996544,20706.832840021783
gcc,8080,4,32,1,32,0,32,1.0,1.4175870859999122,13.170072646666666,102.439222,18.669724905595352,83.76949709440464,34359738368,23115.334728720878
